Price,Close,High,Low,Open,Volume
Ticker,F,F,F,F,F
Date,,,,,
2020-01-02,7.309789657592773,7.309789657592773,7.1313124566764134,7.208911368385799,43425700
2020-01-03,7.146831512451172,7.27098916139102,7.1002720240797474,7.224430413057558,45040800
2020-01-06,7.108032703399658,7.115792742167962,7.03043453583071,7.061473950865895,43372300
2020-01-07,7.1778717041015625,7.1778717041015625,7.076993418374489,7.139072249585297,44984100
2020-01-08,7.1778717041015625,7.216671158617828,7.115792872890754,7.16235162627984,45994900
2020-01-09,7.185631275177002,7.224430727167149,7.123552448007965,7.21667068876152,51817400
2020-01-10,7.1778717041015625,7.263229912006913,7.1778717041015625,7.193391781923285,39796300
2020-01-13,7.170110702514648,7.18563077825261,7.0692324303317315,7.1778707403836295,48553700
2020-01-14,7.208910942077637,7.239950356918222,7.146832112396466,7.154592151116119,42935600
2020-01-15,7.131311416625977,7.216670355064927,7.1235521186171304,7.1933909809624685,55923900
2020-01-16,7.115792274475098,7.201150475202094,7.100272197958565,7.162351023948739,44310400
2020-01-17,7.108032703399658,7.162351494701725,7.084753327132777,7.13131207966654,41644900
2020-01-21,7.146831512451172,7.154591550519402,7.061473313814517,7.1002720240797474,49556400
2020-01-22,7.108032703399658,7.177871572238332,7.100272664631355,7.154592195971451,39914800
2020-01-23,7.0925140380859375,7.108033377055344,6.929556908697634,7.092514038085938,75848700
2020-01-24,6.983875751495361,7.07699400604406,6.952836333312462,7.0692339664888095,68100900
2020-01-27,6.8985161781311035,6.9528349642458664,6.813157239907382,6.890756140103864,60769300
2020-01-28,6.960596084594727,6.98387546225826,6.875237133098314,6.937315966893119,85163400
2020-01-29,6.992163181304932,7.071081805743265,6.976379907991534,6.984271920960124,59057400
2020-01-30,6.976377964019775,6.976377964019775,6.889567350802681,6.952702684334919,42827800
2020-01-31,6.960595607757568,6.976379633072745,6.897461011744364,6.929028309750966,59813700
2020-02-03,7.086863040924072,7.213132954235811,6.984269912332604,6.984269912332604,71405400
2020-02-04,7.244700908660889,7.292051471948656,7.157890288260592,7.165782299683098,86196400
2020-02-05,6.558111667633057,6.692272097626223,6.518652363459242,6.637029523357059,145792500
2020-02-06,6.510760307312012,6.613354196408732,6.510760307312012,6.605462185103534,68823400
2020-02-07,6.400274753570557,6.4791933656498015,6.329248905847633,6.4791933656498015,98256500
2020-02-10,6.360816478729248,6.431842329562779,6.352924466650958,6.431842329562779,71834900
2020-02-11,6.392384052276611,6.4318426091358205,6.376600027433945,6.392384052276611,80164500
2020-02-12,6.502869129180908,6.573895734780674,6.41605925157215,6.423951263888506,111536800
2020-02-13,6.510760307312012,6.597570173798334,6.479193014714838,6.479193014714838,67648800
2020-02-14,6.392384052276611,6.526545252944363,6.376600027433945,6.526545252944363,46359700
