"Date","Ticker","Close","High","Low","Open","Volume"
"1/2/2020","NFLX","329.80999755859","329.98001098633","324.7799987793","326.10000610351","4485800"
"1/3/2020","NFLX","325.89999389648","329.85998535156","325.5299987793","326.7799987793","3806900"
"1/6/2020","NFLX","335.82998657226","336.35998535156","321.20001220703","323.11999511719","5663100"
"1/7/2020","NFLX","330.75","336.70001220703","330.29998779297","336.4700012207","4703200"
"1/8/2020","NFLX","339.26000976562","342.70001220703","331.04998779297","331.48999023438","7104500"
"1/9/2020","NFLX","335.66000366211","343.42001342773","334.60998535156","342","4709300"
"1/10/2020","NFLX","329.04998779297","338.5","327.26998901367","337.13000488281","4718300"
"1/13/2020","NFLX","338.92001342773","340.85000610351","331.51000976562","331.79998779297","6290000"
"1/14/2020","NFLX","338.69000244141","345.38000488281","335.51998901367","344.39999389648","7199400"
"1/15/2020","NFLX","339.07000732422","343.17001342773","336.60000610351","338.67999267578","5158000"
"1/16/2020","NFLX","338.61999511719","343.55999755859","335.85000610351","343.5","5016000"
"1/17/2020","NFLX","339.67001342773","341.57000732422","337.38000488281","341","6066500"
"1/21/2020","NFLX","338.10998535156","341","332.58999633789","340","14350300"
"1/22/2020","NFLX","326","336.29998779297","323.60000610351","332.54998779297","21730000"
"1/23/2020","NFLX","349.60000610351","349.88000488281","325.01000976562","326.04000854492","18200300"
"1/24/2020","NFLX","353.16000366211","359.85000610351","345.88000488281","348.45999145508","17939700"
"1/27/2020","NFLX","342.88000488281","351.89999389648","341.01998901367","345.95001220703","7709500"
"1/28/2020","NFLX","348.51998901367","352.39999389648","342.7799987793","345.88000488281","6821600"
"1/29/2020","NFLX","343.16000366211","349.39999389648","338.54998779297","349","7643500"
"1/30/2020","NFLX","347.73999023438","348.20001220703","339.25","341.10000610351","5328100"
"1/31/2020","NFLX","345.08999633789","347.39001464844","340.98001098633","347.39001464844","5230000"
"2/3/2020","NFLX","358","359.63000488281","346.2799987793","347.23999023438","6670600"
"2/4/2020","NFLX","369.01000976562","369.57000732422","356.10000610351","361","7161500"
"2/5/2020","NFLX","369.67001342773","375.25","362.29998779297","375.13000488281","6437000"
"2/6/2020","NFLX","366.95001220703","371.54998779297","362.51000976562","369.60000610351","3920400"
"2/7/2020","NFLX","366.76998901367","371.79998779297","363.57000732422","365.04000854492","4385200"
"2/10/2020","NFLX","371.07000732422","374.79998779297","362.51998901367","365","5294100"
"2/11/2020","NFLX","373.69000244141","378.10998535156","369.7200012207","373.75","4772900"
"2/12/2020","NFLX","380.01000976562","380.61999511719","375.88000488281","377.17999267578","4624800"
"2/13/2020","NFLX","381.39999389648","385.36999511719","376.51000976562","376.95999145508","4485400"
"2/14/2020","NFLX","380.39999389648","385.14999389648","379.42999267578","381.4700012207","3736300"
"2/18/2020","NFLX","387.7799987793","389.54000854492","379.19000244141","379.29998779297","5173900"
"2/19/2020","NFLX","386.19000244141","392.95001220703","384.89999389648","388.11999511719","4896400"
"2/20/2020","NFLX","386","389.70001220703","376.67999267578","386.55999755859","4079400"
"2/21/2020","NFLX","380.07000732422","387.32000732422","377.89999389648","385.32998657226","3930100"
"2/24/2020","NFLX","368.70001220703","372.82000732422","361","364.76000976562","6936400"
"2/25/2020","NFLX","360.08999633789","375.64999389648","357.7200012207","372","6481200"
"2/26/2020","NFLX","379.23999023438","382","365","366.30999755859","8934100"
"2/27/2020","NFLX","371.70999145508","391.55999755859","370.60000610351","371.45999145508","10967700"
"2/28/2020","NFLX","369.0299987793","376.76998901367","356.79998779297","364.20999145508","11168600"
"3/2/2020","NFLX","381.04998779297","381.35998535156","364.5","373.10998535156","6997900"
"3/3/2020","NFLX","368.76998901367","393.51998901367","367.39999389648","381.0299987793","8364600"
"3/4/2020","NFLX","383.79000854492","384.01000976562","370.51000976562","377.76998901367","5487300"
"3/5/2020","NFLX","372.7799987793","391.39999389648","368.64001464844","381","8747000"
"3/6/2020","NFLX","368.9700012207","371.30999755859","356.85000610351","367.70001220703","8147200"
"3/9/2020","NFLX","346.48999023438","357.4700012207","341.7200012207","343.85998535156","7405500"
"3/10/2020","NFLX","364.13000488281","364.54000854492","347.85000610351","356.42999267578","7604400"
"3/11/2020","NFLX","349.92001342773","362.98001098633","344.79000854492","358.92001342773","6036000"
"3/12/2020","NFLX","315.25","335.7200012207","307.32000732422","326.5","12071600"
"3/13/2020","NFLX","336.29998779297","336.42001342773","307.39001464844","330.51000976562","9458200"
"3/16/2020","NFLX","298.83999633789","334.35000610351","294.75","306.63000488281","10559900"
"3/17/2020","NFLX","319.75","322.89999389648","290.25","306.19000244141","10013900"
"3/18/2020","NFLX","315.4700012207","331.57998657226","300","302.39999389648","12593600"
"3/19/2020","NFLX","332.0299987793","348.51000976562","316.82000732422","324.32998657226","10616000"
"3/20/2020","NFLX","332.82998657226","350.48999023438","332","342.30999755859","10853800"
"3/23/2020","NFLX","360.26998901367","366.10998535156","340.88000488281","347.89001464844","13449400"
"3/24/2020","NFLX","357.32000732422","372.92999267578","353.0299987793","369.98999023438","11638700"
"3/25/2020","NFLX","342.39001464844","362","339.17001342773","361.01998901367","8767200"
"3/26/2020","NFLX","362.98999023438","363.83999633789","341.73001098633","344","7229600"
"3/27/2020","NFLX","357.11999511719","368.55999755859","353","359.08999633789","7948800"
"3/30/2020","NFLX","370.95999145508","377.79998779297","361.17001342773","363","8622000"
"3/31/2020","NFLX","375.5","383.01000976562","366.44000244141","367.92999267578","9366500"
"4/1/2020","NFLX","364.07998657226","380.23001098633","361.01998901367","376.04998779297","6672500"
"4/2/2020","NFLX","370.07998657226","370.98999023438","360.05999755859","364.07998657226","4592500"
"4/3/2020","NFLX","361.76000976562","370.89999389648","357.51000976562","367.4700012207","4860800"
"4/6/2020","NFLX","379.95999145508","380.29000854492","361.70999145508","365.2200012207","8183900"
"4/7/2020","NFLX","372.2799987793","381.32998657226","369.33999633789","380","7046400"
"4/8/2020","NFLX","371.11999511719","378.39001464844","368.30999755859","374.01000976562","6908900"
"4/9/2020","NFLX","370.7200012207","372.10000610351","363.0299987793","371.05999755859","7711300"
"4/13/2020","NFLX","396.7200012207","400.51000976562","367.70001220703","371.30999755859","11692900"
"4/14/2020","NFLX","413.54998779297","417.82000732422","394.85000610351","397.5","11581000"
"4/15/2020","NFLX","426.75","434.98001098633","412.25","413","13561200"
"4/16/2020","NFLX","439.17001342773","449.51998901367","431.60998535156","437","16128700"
"4/17/2020","NFLX","422.95999145508","432","414.70001220703","431","12616300"
"4/20/2020","NFLX","437.48999023438","444.48999023438","430.55999755859","435.17001342773","12655800"
"4/21/2020","NFLX","433.82998657226","447","425.60000610351","444.76998901367","23177600"
"4/22/2020","NFLX","421.42001342773","433","413","429.73001098633","21084800"
"4/23/2020","NFLX","426.70001220703","438.41000366211","419.26000976562","419.26000976562","13952300"
"4/24/2020","NFLX","424.98999023438","427.17001342773","415.88000488281","425","8658900"
"4/27/2020","NFLX","421.38000488281","429","420.83999633789","425","6277500"
"4/28/2020","NFLX","403.82998657226","421","402.91000366211","419.98999023438","10101200"
"4/29/2020","NFLX","411.89001464844","415.85998535156","393.60000610351","399.5299987793","9693100"
"4/30/2020","NFLX","419.85000610351","424.44000244141","408","410.30999755859","7954000"
"5/1/2020","NFLX","415.26998901367","427.9700012207","411.73001098633","415.10000610351","8299900"
"5/4/2020","NFLX","428.14999389648","428.54000854492","414.86999511719","417.7799987793","7799100"
"5/5/2020","NFLX","424.67999267578","431","421.55999755859","427.55999755859","6286300"
"5/6/2020","NFLX","434.26000976562","439.76998901367","426.39001464844","429.29998779297","6660700"
"5/7/2020","NFLX","436.5299987793","438.88000488281","430.66000366211","436.89001464844","5641900"
"5/8/2020","NFLX","435.54998779297","442","433.64001464844","434.14001464844","5049300"
"5/11/2020","NFLX","440.51998901367","444.89001464844","435.55999755859","436.32998657226","5486000"
"5/12/2020","NFLX","431.82000732422","444.17001342773","431.35998535156","442","4598200"
"5/13/2020","NFLX","438.26998901367","447","427.26998901367","435.69000244141","7014600"
"5/14/2020","NFLX","441.95001220703","452.38000488281","432.82000732422","444.89999389648","9007500"
"5/15/2020","NFLX","454.19000244141","455","437.51000976562","440.70001220703","7244000"
"5/18/2020","NFLX","452.57998657226","456.35998535156","443.35000610351","451.16000366211","7773500"
"5/19/2020","NFLX","451.04000854492","458.9700012207","450.4700012207","453.39999389648","4810500"
"5/20/2020","NFLX","447.67001342773","455.80999755859","444","454.25","5607300"
"5/21/2020","NFLX","436.25","448.95999145508","430.25","448.55999755859","9117300"
"5/22/2020","NFLX","429.32000732422","439.08999633789","427.17999267578","437","5422300"
"5/26/2020","NFLX","414.76998901367","428.5","413.14001464844","427.76998901367","7881100"
"5/27/2020","NFLX","419.89001464844","420.01998901367","397.85998535156","410.38000488281","10446300"
"5/28/2020","NFLX","413.44000244141","422.36999511719","411.5","417.23999023438","5655100"
"5/29/2020","NFLX","419.73001098633","420.29998779297","411.85000610351","417.45999145508","5254900"
"6/1/2020","NFLX","425.92001342773","426.7200012207","415.98001098633","418.82998657226","3743700"
"6/2/2020","NFLX","427.30999755859","427.58999633789","419.45999145508","425.86999511719","3494800"
"6/3/2020","NFLX","421.9700012207","427.10000610351","418.04998779297","426.95001220703","4316000"
"6/4/2020","NFLX","414.32998657226","428.70999145508","410.0299987793","422.39001464844","5410500"
"6/5/2020","NFLX","419.60000610351","420.23999023438","404.25","407.29000854492","5099600"
"6/8/2020","NFLX","419.48999023438","420.79998779297","406.5","416","5851500"
"6/9/2020","NFLX","434.04998779297","434.73001098633","420.30999755859","421.64999389648","6797000"
"6/10/2020","NFLX","434.48001098633","439.69000244141","430.54998779297","436","4896900"
"6/11/2020","NFLX","425.55999755859","445.57000732422","424.16000366211","428.20001220703","7462900"
"6/12/2020","NFLX","418.07000732422","434.05999755859","412.45001220703","429","6461100"
