"Date","Ticker","Close","High","Low","Open","Volume"
"1/2/2020","GOOG","68.046203613281","68.084520054907","66.761289155633","66.761289155633","28132000"
"1/3/2020","GOOG","67.712280273438","68.301492359559","66.960044870389","67.075297928487","23728000"
"1/6/2020","GOOG","69.381874084473","69.495828660231","67.181792188874","67.181792188874","34646000"
"1/7/2020","GOOG","69.338584899902","69.818808540068","69.191279969705","69.567504005561","30054000"
"1/8/2020","GOOG","69.884994506836","70.246282236963","69.214168261168","69.275872460395","30560000"
"1/9/2020","GOOG","70.656829833984","71.030061993733","70.181078806462","70.693657958471","30018000"
"1/10/2020","GOOG","71.149505615234","71.408228908814","70.583187722678","71.041511876056","36414000"
"1/13/2020","GOOG","71.622261047363","71.686455887907","70.964875202748","71.467992963559","33046000"
"1/14/2020","GOOG","71.206733703613","71.750157440059","71.081829392277","71.611319186762","31178000"
"1/15/2020","GOOG","71.62077331543","71.730004790069","71.173391265285","71.173391265285","25654000"
"1/16/2020","GOOG","72.242820739746","72.25725584682","71.706360221811","72.030827410286","23474000"
"1/17/2020","GOOG","73.670570373535","73.715607002801","72.567298248113","72.80068989153","47924000"
"1/21/2020","GOOG","73.870124816895","74.240866405344","73.213232441554","73.607369385444","40734000"
"1/22/2020","GOOG","73.947250366211","74.806378443274","73.896488297684","74.198562470916","32216000"
"1/23/2020","GOOG","73.982086181641","74.423499793512","73.755665320503","74.03135994138","27024000"
"1/24/2020","GOOG","72.989791870117","74.422254249282","72.917130349768","74.327450290503","35692000"
"1/27/2020","GOOG","71.35701751709","71.564538318933","70.725008886763","71.212704412365","35104000"
"1/28/2020","GOOG","72.285621643066","72.456815492904","71.28585563476","71.809878148722","31548000"
"1/29/2020","GOOG","72.587699890137","72.926093465248","71.995997113155","72.596158970172","21554000"
"1/30/2020","GOOG","72.448852539062","72.520511728144","71.481434502891","71.658596793922","26788000"
"1/31/2020","GOOG","71.373443603516","73.159979889498","71.089783490204","73.098769262734","48344000"
"2/3/2020","GOOG","73.946754455566","74.14880041149","72.605610638317","72.755398616616","60736000"
"2/4/2020","GOOG","72.012420654297","73.128631937802","70.978818284942","72.510063617594","78660000"
"2/5/2020","GOOG","72.070137023926","72.846959902345","71.190802866561","72.776295460725","39724000"
"2/6/2020","GOOG","73.46354675293","73.750684673569","72.136830447958","72.174653317337","33588000"
"2/7/2020","GOOG","73.612831115723","73.941770817611","72.971862275812","73.019138957729","23446000"
"2/10/2020","GOOG","75.078392028809","75.119199113743","73.368496198412","73.368496198412","28398000"
"2/11/2020","GOOG","75.083862304688","76.120949930037","74.927004861071","75.234151433025","26892000"
"2/12/2020","GOOG","75.555633544922","75.676315907986","75.05003268528","75.367027961722","23352000"
"2/13/2020","GOOG","75.375991821289","75.99904027322","74.875364633475","75.277953058046","18590000"
"2/14/2020","GOOG","75.678565979004","75.678565979004","75.011718571735","75.422773704425","23956000"
"2/18/2020","GOOG","75.625312805176","76.220493418909","75.272985260278","75.392915889044","22414000"
"2/19/2020","GOOG","75.974655151367","76.244176314911","75.711398566623","75.894035717284","18986000"
"2/20/2020","GOOG","75.549667358398","76.121460153439","74.985840070349","75.741257164798","21932000"
"2/21/2020","GOOG","73.905448913574","75.254307565469","73.673052037726","75.046042605042","34634000"
"2/24/2020","GOOG","70.744415283203","71.50979486205","70.236824992737","70.969347808473","57342000"
"2/25/2020","GOOG","69.095237731934","71.568022696581","68.794165865798","71.312238040959","49566000"
"2/26/2020","GOOG","69.330619812012","70.451318825851","68.624962445857","69.4779247431","44048000"
"2/27/2020","GOOG","65.593818664551","68.261876028266","65.548030291515","67.781948575371","59566000"
"2/28/2020","GOOG","66.650810241699","66.740883491029","63.250415991204","63.573884656824","75782000"
"3/2/2020","GOOG","69.128074645996","69.215664843515","66.028011908373","67.261913662696","48630000"
"3/3/2020","GOOG","66.753326416016","70.175115012792","66.286034436083","69.64114513956","48046000"
"3/4/2020","GOOG","68.999183654785","69.077320033692","66.838921597281","67.641121754063","38266000"
"3/5/2020","GOOG","65.641090393066","67.625192327355","64.947370016963","67.191744282206","51226000"
"3/6/2020","GOOG","64.614463806152","65.003118295613","62.755269604252","63.551994981774","53212000"
"3/9/2020","GOOG","60.491485595703","62.442245025498","59.717153296125","59.980903449042","67308000"
"3/10/2020","GOOG","63.717700958252","63.755523823885","60.651224086739","62.703006340956","52228000"
"3/11/2020","GOOG","60.484020233154","62.750783957249","59.521579737048","62.190438284986","52170000"
"3/12/2020","GOOG","55.4827003479","59.412090335161","55.402582092813","56.034586872458","84534000"
"3/13/2020","GOOG","60.699001312256","60.700493420966","55.593832989853","58.672102616167","74002000"
"3/16/2020","GOOG","53.960918426514","57.341755987859","53.468750328671","54.541667669853","85048000"
"3/17/2020","GOOG","55.726055145264","56.276445808279","52.551588295592","54.397843049766","77230000"
"3/18/2020","GOOG","54.581478118896","55.064192380893","51.61950559201","52.576475036439","84668000"
"3/19/2020","GOOG","55.501621246338","57.625560271757","52.755529807523","54.394863791379","73022000"
"3/20/2020","GOOG","53.363250732422","56.929857717032","53.023361260735","56.518305259955","72036000"
